### The result of the verage over time 
### d tau = 0.238644
### number of kessence update = 10
### initial time = 11.9322
### 1- tau	2- average(H pi_k)	3- average (zeta)	 4- average (phi)	5-z(redshift)   
  25.8301	8.55473e-09	1.57667e-08	8.11081e-09	   20.553
  26.3467	9.01185e-09	1.66507e-08	8.34717e-09	  19.7161
  26.8737	9.48705e-09	1.75647e-08	8.59622e-09	  18.9117
  27.4111	9.98098e-09	1.851e-08	8.85846e-09	  18.1385
  27.9594	1.04943e-08	1.94874e-08	9.13437e-09	  17.3953
  28.5186	1.10278e-08	2.04983e-08	9.42444e-09	   16.681
  29.0889	1.15821e-08	2.15437e-08	9.72918e-09	  15.9944
  29.6707	1.2158e-08	2.2625e-08	1.00491e-08	  15.3345
  30.2641	1.27562e-08	2.37434e-08	1.03848e-08	  14.7002
  30.8694	1.33776e-08	2.49003e-08	1.07368e-08	  14.0905
  31.4868	1.4023e-08	2.60971e-08	1.11057e-08	  13.5046
  32.1165	1.46933e-08	2.73354e-08	1.1492e-08	  12.9413
  32.7589	1.53893e-08	2.86166e-08	1.18965e-08	     12.4
   33.414	1.61121e-08	2.99423e-08	1.23197e-08	  11.8796
  34.0823	1.68625e-08	3.13142e-08	1.27625e-08	  11.3795
   34.764	1.76415e-08	3.2734e-08	1.32255e-08	  10.8988
  35.4592	1.84504e-08	3.42036e-08	1.37095e-08	  10.4367
  36.1684	1.929e-08	3.57248e-08	1.42153e-08	  9.99264
  36.8918	2.01616e-08	3.72995e-08	1.47436e-08	  9.56579
  37.6296	2.10663e-08	3.89299e-08	1.52955e-08	   9.1555
  38.3796	2.20021e-08	4.06121e-08	1.58717e-08	  8.76247
  39.1296	2.29543e-08	4.23197e-08	1.64704e-08	  8.39182
  39.8796	2.39223e-08	4.40528e-08	1.70777e-08	  8.04189
  40.6296	2.4906e-08	4.58114e-08	1.76942e-08	  7.71115
  41.3796	2.59052e-08	4.75954e-08	1.83202e-08	  7.39824
  42.1296	2.69198e-08	4.9405e-08	1.8956e-08	  7.10188
  42.8796	2.79497e-08	5.12401e-08	1.9602e-08	  6.82095
  43.6296	2.89949e-08	5.31008e-08	2.02585e-08	  6.55437
  44.3796	3.00553e-08	5.49871e-08	2.09258e-08	   6.3012
  45.1296	3.11308e-08	5.6899e-08	2.16041e-08	  6.06054
  45.8796	3.22214e-08	5.88365e-08	2.22938e-08	  5.83159
  46.6296	3.33272e-08	6.07996e-08	2.29953e-08	  5.61359
  47.3796	3.44481e-08	6.27883e-08	2.37087e-08	  5.40587
  48.1296	3.55841e-08	6.48025e-08	2.44344e-08	  5.20778
  48.8796	3.67352e-08	6.68423e-08	2.51727e-08	  5.01874
  49.6296	3.79015e-08	6.89077e-08	2.5924e-08	   4.8382
  50.3796	3.90831e-08	7.09985e-08	2.66886e-08	  4.66567
  51.1296	4.02798e-08	7.31148e-08	2.74668e-08	  4.50068
  51.8796	4.14918e-08	7.52565e-08	2.8259e-08	  4.34278
  52.6296	4.27192e-08	7.74236e-08	2.90657e-08	  4.19159
  53.3796	4.39619e-08	7.9616e-08	2.98871e-08	  4.04673
  54.1296	4.52201e-08	8.18336e-08	3.07239e-08	  3.90785
  54.8796	4.64938e-08	8.40765e-08	3.15766e-08	  3.77462
  55.6296	4.77831e-08	8.63445e-08	3.24458e-08	  3.64675
  56.3796	4.90881e-08	8.86375e-08	3.33321e-08	  3.52394
  57.1296	5.04089e-08	9.09556e-08	3.42359e-08	  3.40594
  57.8796	5.17456e-08	9.32986e-08	3.5158e-08	   3.2925
  58.6296	5.30983e-08	9.56664e-08	3.60988e-08	  3.18338
  59.3796	5.44671e-08	9.80589e-08	3.70588e-08	  3.07837
  60.1296	5.58522e-08	1.00476e-07	3.80389e-08	  2.97726
  60.8796	5.72536e-08	1.02918e-07	3.90394e-08	  2.87987
  61.6296	5.86714e-08	1.05384e-07	4.00606e-08	  2.78601
  62.3796	6.01058e-08	1.07874e-07	4.1103e-08	  2.69552
  63.1296	6.15568e-08	1.10389e-07	4.21666e-08	  2.60824
  63.8796	6.30246e-08	1.12927e-07	4.32519e-08	  2.52401
  64.6296	6.45092e-08	1.1549e-07	4.43596e-08	  2.44269
  65.3796	6.60108e-08	1.18075e-07	4.54899e-08	  2.36416
  66.1296	6.75295e-08	1.20685e-07	4.66436e-08	  2.28828
  66.8796	6.90653e-08	1.23317e-07	4.78212e-08	  2.21495
  67.6296	7.06185e-08	1.25972e-07	4.90235e-08	  2.14403
  68.3796	7.2189e-08	1.2865e-07	5.02509e-08	  2.07544
  69.1296	7.3777e-08	1.31351e-07	5.15032e-08	  2.00907
  69.8796	7.53826e-08	1.34073e-07	5.27825e-08	  1.94483
  70.6296	7.70058e-08	1.36818e-07	5.40873e-08	  1.88262
  71.3796	7.86468e-08	1.39584e-07	5.54167e-08	  1.82236
  72.1296	8.03055e-08	1.42371e-07	5.67697e-08	  1.76397
  72.8796	8.19819e-08	1.45179e-07	5.81459e-08	  1.70738
  73.6296	8.3676e-08	1.48007e-07	5.95444e-08	   1.6525
  74.3796	8.53877e-08	1.50856e-07	6.09662e-08	  1.59928
  75.1296	8.71171e-08	1.53724e-07	6.24108e-08	  1.54764
  75.8796	8.88641e-08	1.56612e-07	6.38791e-08	  1.49753
  76.6296	9.06286e-08	1.59519e-07	6.53703e-08	  1.44888
  77.3796	9.24108e-08	1.62444e-07	6.68851e-08	  1.40164
  78.1296	9.42104e-08	1.65387e-07	6.84237e-08	  1.35575
  78.8796	9.60276e-08	1.68348e-07	6.9987e-08	  1.31117
  79.6296	9.78622e-08	1.71326e-07	7.15755e-08	  1.26784
  80.3796	9.97143e-08	1.7432e-07	7.31906e-08	  1.22571
  81.1296	1.01584e-07	1.77332e-07	7.48328e-08	  1.18475
  81.8796	1.03471e-07	1.80359e-07	7.65034e-08	  1.14491
  82.6296	1.05376e-07	1.83402e-07	7.82022e-08	  1.10615
  83.3796	1.07298e-07	1.8646e-07	7.99291e-08	  1.06843
  84.1296	1.09238e-07	1.89533e-07	8.16853e-08	  1.03172
  84.8796	1.11195e-07	1.92621e-07	8.34707e-08	 0.995972
  85.6296	1.1317e-07	1.95722e-07	8.52869e-08	 0.961161
  86.3796	1.15162e-07	1.98837e-07	8.71319e-08	 0.927253
  87.1296	1.17172e-07	2.01965e-07	8.90028e-08	 0.894217
  87.8796	1.19199e-07	2.05105e-07	9.08989e-08	 0.862023
  88.6296	1.21244e-07	2.08257e-07	9.28174e-08	 0.830642
  89.3796	1.23305e-07	2.11421e-07	9.47559e-08	 0.800049
  90.1296	1.25383e-07	2.14595e-07	9.67146e-08	 0.770216
  90.8796	1.27478e-07	2.17779e-07	9.86937e-08	 0.741118
  91.6296	1.29589e-07	2.20973e-07	1.00692e-07	 0.712732
  92.3796	1.31716e-07	2.24176e-07	1.02707e-07	 0.685035
  93.1296	1.33859e-07	2.27386e-07	1.04737e-07	 0.658004
  93.8796	1.36017e-07	2.30604e-07	1.06779e-07	 0.631619
  94.6296	1.38191e-07	2.33829e-07	1.08831e-07	 0.605858
  95.3796	1.40379e-07	2.37061e-07	1.10894e-07	 0.580702
  96.1296	1.42582e-07	2.40297e-07	1.12968e-07	 0.556133
  96.8796	1.44799e-07	2.43539e-07	1.15053e-07	 0.532133
  97.6296	1.4703e-07	2.46784e-07	1.1715e-07	 0.508683
  98.3796	1.49274e-07	2.50034e-07	1.19258e-07	 0.485768
  99.1296	1.51532e-07	2.53287e-07	1.21377e-07	 0.463371
  99.8796	1.53803e-07	2.56542e-07	1.23507e-07	 0.441476
   100.63	1.56087e-07	2.598e-07	1.25644e-07	  0.42007
   101.38	1.58383e-07	2.63059e-07	1.27789e-07	 0.399136
   102.13	1.60691e-07	2.66319e-07	1.2994e-07	 0.378662
   102.88	1.6301e-07	2.6958e-07	1.32095e-07	 0.358634
   103.63	1.65341e-07	2.72842e-07	1.34255e-07	  0.33904
   104.38	1.67683e-07	2.76103e-07	1.36421e-07	 0.319866
   105.13	1.70035e-07	2.79365e-07	1.38593e-07	 0.301101
   105.88	1.72398e-07	2.82625e-07	1.40774e-07	 0.282734
   106.63	1.74771e-07	2.85885e-07	1.42964e-07	 0.264753
   107.38	1.77154e-07	2.89144e-07	1.45165e-07	 0.247147
   108.13	1.79547e-07	2.92401e-07	1.47375e-07	 0.229906
   108.88	1.81949e-07	2.95658e-07	1.49596e-07	  0.21302
   109.63	1.84361e-07	2.98914e-07	1.51828e-07	  0.19648
   110.38	1.86782e-07	3.02168e-07	1.54074e-07	 0.180276
   111.13	1.89212e-07	3.05422e-07	1.56333e-07	 0.164398
   111.88	1.91651e-07	3.08674e-07	1.58608e-07	 0.148839
   112.63	1.94099e-07	3.11926e-07	1.60904e-07	  0.13359
   113.38	1.96556e-07	3.15178e-07	1.63223e-07	 0.118642
   114.13	1.99022e-07	3.18429e-07	1.6557e-07	 0.103989
   114.88	2.01498e-07	3.21681e-07	1.67946e-07	0.0896206
   115.63	2.03982e-07	3.24933e-07	1.70351e-07	0.0755314
   116.38	2.06476e-07	3.28186e-07	1.72786e-07	0.0617137
   117.13	2.0898e-07	3.3144e-07	1.75254e-07	0.0481606
   117.88	2.11493e-07	3.34696e-07	1.77763e-07	0.0348654
   118.63	2.14017e-07	3.37953e-07	1.80314e-07	0.0218215
   119.38	2.1655e-07	3.41213e-07	1.82906e-07	0.00902266
   120.13	2.19095e-07	3.44475e-07	1.85535e-07	-0.00353719
   120.88	2.21649e-07	3.47739e-07	1.882e-07	-0.015864
   121.63	2.24215e-07	3.51007e-07	1.90895e-07	-0.0279634
   122.38	2.26791e-07	3.54277e-07	1.93618e-07	-0.0398411
   123.13	2.29378e-07	3.5755e-07	1.96365e-07	-0.0515024
   123.88	2.31975e-07	3.60827e-07	1.99136e-07	-0.0629526
   124.63	2.34583e-07	3.64107e-07	2.01931e-07	-0.0741966
   125.38	2.37202e-07	3.67389e-07	2.04753e-07	-0.0852395
   126.13	2.39831e-07	3.70675e-07	2.07602e-07	-0.096086
   126.88	2.42472e-07	3.73964e-07	2.10486e-07	-0.106741
   127.63	2.45123e-07	3.77255e-07	2.13407e-07	-0.117208
   128.38	2.47786e-07	3.80548e-07	2.1637e-07	-0.127493
   129.13	2.5046e-07	3.83843e-07	2.19378e-07	-0.137598
   129.88	2.53146e-07	3.8714e-07	2.22439e-07	 -0.14753
   130.63	2.55845e-07	3.90438e-07	2.2555e-07	 -0.15729
   131.38	2.58555e-07	3.93736e-07	2.28698e-07	-0.166884
   132.13	2.61278e-07	3.97032e-07	2.31875e-07	-0.176315
   132.88	2.64012e-07	4.00327e-07	2.3507e-07	-0.185587
   133.63	2.66758e-07	4.03618e-07	2.38275e-07	-0.194703
   134.38	2.69515e-07	4.06905e-07	2.41492e-07	-0.203667
   135.13	2.72283e-07	4.10185e-07	2.44718e-07	-0.212483
   135.88	2.75063e-07	4.13457e-07	2.47957e-07	-0.221152
   136.63	2.77852e-07	4.16719e-07	2.51209e-07	-0.229679
   137.38	2.80652e-07	4.1997e-07	2.54476e-07	-0.238067
   138.13	2.83462e-07	4.23207e-07	2.5776e-07	-0.246319
   138.88	2.86282e-07	4.2643e-07	2.61057e-07	-0.254437
   139.63	2.89111e-07	4.29637e-07	2.64355e-07	-0.262425
   140.38	2.91949e-07	4.32825e-07	2.67646e-07	-0.270285
   141.13	2.94795e-07	4.35994e-07	2.70917e-07	 -0.27802
   141.88	2.97649e-07	4.39141e-07	2.74164e-07	-0.285633
   142.63	3.00509e-07	4.42265e-07	2.7738e-07	-0.293126
   143.38	3.03374e-07	4.45362e-07	2.8056e-07	-0.300502
   144.13	3.06245e-07	4.48432e-07	2.83713e-07	-0.307763
   144.88	3.0912e-07	4.51473e-07	2.86843e-07	-0.314911
   145.63	3.11999e-07	4.54481e-07	2.89952e-07	 -0.32195
   146.38	3.14882e-07	4.57457e-07	2.93045e-07	 -0.32888
   147.13	3.17767e-07	4.60398e-07	2.96126e-07	-0.335705
   147.88	3.20654e-07	4.63304e-07	2.99195e-07	-0.342426
   148.63	3.23543e-07	4.66172e-07	3.02255e-07	-0.349046
   149.38	3.26433e-07	4.69002e-07	3.05309e-07	-0.355566
   150.13	3.29323e-07	4.71794e-07	3.08356e-07	-0.361988
   150.88	3.32214e-07	4.74546e-07	3.11393e-07	-0.368316
   151.63	3.35105e-07	4.77259e-07	3.14422e-07	-0.374549
   152.38	3.37995e-07	4.79933e-07	3.17444e-07	-0.380691
   153.13	3.40884e-07	4.82567e-07	3.2046e-07	-0.386742
   153.88	3.43771e-07	4.85161e-07	3.23474e-07	-0.392706
   154.63	3.46657e-07	4.87717e-07	3.2648e-07	-0.398583
   155.38	3.4954e-07	4.90233e-07	3.29468e-07	-0.404375
   156.13	3.5242e-07	4.9271e-07	3.32443e-07	-0.410083
   156.88	3.55296e-07	4.95148e-07	3.35401e-07	 -0.41571
   157.63	3.58169e-07	4.97548e-07	3.38344e-07	-0.421257
   158.38	3.61038e-07	4.9991e-07	3.4128e-07	-0.426725
   159.13	3.63902e-07	5.02235e-07	3.44209e-07	-0.432116
   159.88	3.66762e-07	5.04522e-07	3.47131e-07	-0.437432
   160.63	3.69617e-07	5.06773e-07	3.50039e-07	-0.442673
   161.38	3.72466e-07	5.08989e-07	3.52936e-07	-0.447841
   162.13	3.75309e-07	5.11169e-07	3.55817e-07	-0.452938
   162.88	3.78146e-07	5.13314e-07	3.58682e-07	-0.457964
   163.63	3.80977e-07	5.15425e-07	3.61534e-07	-0.462922
   164.38	3.83801e-07	5.17502e-07	3.64366e-07	-0.467812
   165.13	3.86618e-07	5.19547e-07	3.67183e-07	-0.472635
   165.88	3.89428e-07	5.2156e-07	3.69981e-07	-0.477393
   166.63	3.9223e-07	5.23541e-07	3.7276e-07	-0.482087
   167.38	3.95024e-07	5.25492e-07	3.75519e-07	-0.486718
   168.13	3.97809e-07	5.27413e-07	3.78256e-07	-0.491287
   168.88	4.00587e-07	5.29304e-07	3.80971e-07	-0.495795
   169.63	4.03355e-07	5.31168e-07	3.83662e-07	-0.500244
   170.38	4.06114e-07	5.33005e-07	3.86327e-07	-0.504634
   171.13	4.08864e-07	5.34815e-07	3.8897e-07	-0.508967
   171.88	4.11605e-07	5.366e-07	3.91589e-07	-0.513243
   172.63	4.14336e-07	5.38361e-07	3.94187e-07	-0.517463
   173.38	4.17057e-07	5.40099e-07	3.96767e-07	-0.521629
   174.13	4.19768e-07	5.41813e-07	3.99328e-07	-0.525741
   174.88	4.22469e-07	5.43507e-07	4.01873e-07	  -0.5298
   175.63	4.25159e-07	5.4518e-07	4.04404e-07	-0.533807
   176.38	4.2784e-07	5.46833e-07	4.06922e-07	-0.537763
   177.13	4.3051e-07	5.48467e-07	4.09425e-07	-0.541669
   177.88	4.3317e-07	5.50084e-07	4.11917e-07	-0.545526
   178.63	4.35819e-07	5.51683e-07	4.14394e-07	-0.549334
   179.38	4.38458e-07	5.53266e-07	4.16858e-07	-0.553095
   180.13	4.41087e-07	5.54834e-07	4.19314e-07	-0.556809
   180.88	4.43705e-07	5.56387e-07	4.21761e-07	-0.560477
   181.63	4.46313e-07	5.57925e-07	4.24204e-07	-0.564099
   182.38	4.48911e-07	5.59451e-07	4.26643e-07	-0.567677
   183.13	4.51499e-07	5.60964e-07	4.29078e-07	 -0.57121
   183.88	4.54076e-07	5.62464e-07	4.31513e-07	-0.574701
   184.63	4.56644e-07	5.63953e-07	4.33951e-07	-0.578149
   185.38	4.59202e-07	5.65431e-07	4.36393e-07	-0.581556
   186.13	4.61751e-07	5.66898e-07	4.38843e-07	-0.584921
   186.88	4.6429e-07	5.68355e-07	4.41304e-07	-0.588246
   187.63	4.6682e-07	5.69802e-07	4.43778e-07	-0.591532
   188.38	4.69341e-07	5.71239e-07	4.46264e-07	-0.594778
   189.13	4.71853e-07	5.72667e-07	4.48765e-07	-0.597985
   189.88	4.74357e-07	5.74086e-07	4.51287e-07	-0.601155
   190.63	4.76853e-07	5.75496e-07	4.53827e-07	-0.604287
   191.38	4.7934e-07	5.76898e-07	4.56385e-07	-0.607382
   192.13	4.8182e-07	5.78291e-07	4.58957e-07	-0.610441
   192.88	4.84293e-07	5.79676e-07	4.6154e-07	-0.613465
   193.63	4.86758e-07	5.81053e-07	4.64135e-07	-0.616454
   194.38	4.89215e-07	5.82422e-07	4.66741e-07	-0.619408
   195.13	4.91666e-07	5.83784e-07	4.69355e-07	-0.622328
   195.88	4.9411e-07	5.85138e-07	4.71984e-07	-0.625214
   196.63	4.96547e-07	5.86484e-07	4.74628e-07	-0.628068
   197.38	4.98977e-07	5.87823e-07	4.77292e-07	-0.630889
   198.13	5.01401e-07	5.89154e-07	4.79981e-07	-0.633678
   198.88	5.03819e-07	5.90478e-07	4.82699e-07	-0.636436
   199.63	5.06232e-07	5.91793e-07	4.85444e-07	-0.639163
   200.38	5.08639e-07	5.931e-07	4.8822e-07	-0.641859
   201.13	5.11041e-07	5.94399e-07	4.91025e-07	-0.644525
   201.88	5.13438e-07	5.95689e-07	4.93853e-07	-0.647161
   202.63	5.1583e-07	5.9697e-07	4.96697e-07	-0.649768
   203.38	5.18218e-07	5.9824e-07	4.99553e-07	-0.652347
   204.13	5.20601e-07	5.995e-07	5.02415e-07	-0.654897
   204.88	5.22979e-07	6.00748e-07	5.05272e-07	-0.657419
   205.63	5.25352e-07	6.01982e-07	5.08114e-07	-0.659913
   206.38	5.27719e-07	6.03202e-07	5.10929e-07	 -0.66238
   207.13	5.30082e-07	6.04407e-07	5.13713e-07	-0.664821
   207.88	5.32439e-07	6.05594e-07	5.16471e-07	-0.667235
   208.63	5.34789e-07	6.06761e-07	5.19198e-07	-0.669623
   209.38	5.37134e-07	6.07909e-07	5.21886e-07	-0.671986
   210.13	5.39472e-07	6.09034e-07	5.2453e-07	-0.674323
   210.88	5.41803e-07	6.10135e-07	5.27129e-07	-0.676636
   211.63	5.44126e-07	6.11211e-07	5.29683e-07	-0.678924
   212.38	5.46442e-07	6.12261e-07	5.32199e-07	-0.681187
   213.13	5.4875e-07	6.13283e-07	5.34675e-07	-0.683427
   213.88	5.5105e-07	6.14276e-07	5.37117e-07	-0.685643
   214.63	5.53341e-07	6.1524e-07	5.39518e-07	-0.687837
   215.38	5.55623e-07	6.16173e-07	5.4188e-07	-0.690007
   216.13	5.57895e-07	6.17076e-07	5.44208e-07	-0.692155
   216.88	5.60159e-07	6.17946e-07	5.46501e-07	 -0.69428
   217.63	5.62412e-07	6.18785e-07	5.48761e-07	-0.696384
   218.38	5.64655e-07	6.19592e-07	5.50994e-07	-0.698465
   219.13	5.66888e-07	6.20366e-07	5.53204e-07	-0.700526
   219.88	5.69111e-07	6.21108e-07	5.55391e-07	-0.702565
   220.63	5.71323e-07	6.21818e-07	5.57562e-07	-0.704584
   221.38	5.73525e-07	6.22497e-07	5.59718e-07	-0.706582
   222.13	5.75715e-07	6.23144e-07	5.61864e-07	-0.708561
   222.88	5.77895e-07	6.2376e-07	5.64003e-07	-0.710519
   223.63	5.80064e-07	6.24345e-07	5.6614e-07	-0.712457
   224.38	5.82222e-07	6.24901e-07	5.68277e-07	-0.714376
   225.13	5.84369e-07	6.25428e-07	5.70418e-07	-0.716276
   225.88	5.86506e-07	6.25927e-07	5.72564e-07	-0.718157
   226.63	5.88631e-07	6.26398e-07	5.74713e-07	-0.720019
   227.38	5.90746e-07	6.26842e-07	5.76865e-07	-0.721863
   228.13	5.9285e-07	6.2726e-07	5.79012e-07	-0.723689
   228.88	5.94943e-07	6.27653e-07	5.81158e-07	-0.725497
   229.63	5.97026e-07	6.28022e-07	5.83295e-07	-0.727287
   230.38	5.99097e-07	6.28368e-07	5.85424e-07	 -0.72906
   231.13	6.01157e-07	6.28691e-07	5.87543e-07	-0.730815
   231.88	6.03207e-07	6.28992e-07	5.89649e-07	-0.732554
   232.63	6.05245e-07	6.29273e-07	5.91745e-07	-0.734276
   233.38	6.07272e-07	6.29533e-07	5.93829e-07	-0.735981
   234.13	6.09288e-07	6.29775e-07	5.95899e-07	 -0.73767
   234.88	6.11293e-07	6.29998e-07	5.97958e-07	-0.739342
   235.63	6.13287e-07	6.30205e-07	6.00011e-07	-0.740999
   236.38	6.1527e-07	6.30394e-07	6.02059e-07	 -0.74264
   237.13	6.17242e-07	6.30569e-07	6.04104e-07	-0.744265
   237.88	6.19203e-07	6.30729e-07	6.06151e-07	-0.745875
   238.63	6.21153e-07	6.30875e-07	6.08205e-07	 -0.74747
   239.38	6.23093e-07	6.31008e-07	6.10267e-07	 -0.74905
   240.13	6.25022e-07	6.31128e-07	6.12337e-07	-0.750615
   240.88	6.26941e-07	6.31238e-07	6.14409e-07	-0.752166
   241.63	6.28849e-07	6.31337e-07	6.16479e-07	-0.753702
   242.38	6.30748e-07	6.31425e-07	6.18538e-07	-0.755224
   243.13	6.32635e-07	6.31504e-07	6.20581e-07	-0.756732
   243.88	6.34513e-07	6.31573e-07	6.22595e-07	-0.758226
   244.63	6.3638e-07	6.31633e-07	6.24575e-07	-0.759706
   245.38	6.38236e-07	6.31684e-07	6.26516e-07	-0.761172
   246.13	6.40081e-07	6.31727e-07	6.28422e-07	-0.762626
   246.88	6.41916e-07	6.3176e-07	6.30296e-07	-0.764066
   247.63	6.4374e-07	6.31785e-07	6.32142e-07	-0.765493
   248.38	6.45552e-07	6.318e-07	6.33964e-07	-0.766907
   249.13	6.47354e-07	6.31807e-07	6.35761e-07	-0.768308
   249.88	6.49145e-07	6.31806e-07	6.37541e-07	-0.769697
   250.63	6.50924e-07	6.31795e-07	6.39302e-07	-0.771073
   251.38	6.52693e-07	6.31776e-07	6.41047e-07	-0.772437
   252.13	6.54451e-07	6.31749e-07	6.42777e-07	-0.773789
   252.88	6.56198e-07	6.31713e-07	6.44498e-07	-0.775129
   253.63	6.57935e-07	6.31669e-07	6.46209e-07	-0.776457
   254.38	6.5966e-07	6.31617e-07	6.47913e-07	-0.777773
   255.13	6.61375e-07	6.31557e-07	6.49615e-07	-0.779078
   255.88	6.6308e-07	6.3149e-07	6.51312e-07	-0.780371
   256.63	6.64774e-07	6.31415e-07	6.53009e-07	-0.781653
   257.38	6.66458e-07	6.31332e-07	6.54704e-07	-0.782923
   258.13	6.68131e-07	6.31243e-07	6.56397e-07	-0.784183
   258.88	6.69795e-07	6.31146e-07	6.58087e-07	-0.785432
   259.63	6.71448e-07	6.31043e-07	6.59775e-07	 -0.78667
   260.38	6.73092e-07	6.30934e-07	6.61467e-07	-0.787897
   261.13	6.74725e-07	6.30818e-07	6.63162e-07	-0.789113
   261.88	6.7635e-07	6.30696e-07	6.64865e-07	 -0.79032
   262.63	6.77964e-07	6.30568e-07	6.66578e-07	-0.791515
   263.38	6.7957e-07	6.30435e-07	6.68303e-07	-0.792701
   264.13	6.81166e-07	6.30296e-07	6.70035e-07	-0.793877
   264.88	6.82754e-07	6.30152e-07	6.71771e-07	-0.795042
   265.63	6.84332e-07	6.30003e-07	6.73504e-07	-0.796198
   266.38	6.85902e-07	6.29849e-07	6.7523e-07	-0.797344
   267.13	6.87462e-07	6.2969e-07	6.76945e-07	 -0.79848
   267.88	6.89014e-07	6.29527e-07	6.78646e-07	-0.799607
   268.63	6.90557e-07	6.29358e-07	6.80333e-07	-0.800725
   269.38	6.92091e-07	6.29184e-07	6.82007e-07	-0.801833
   270.13	6.93616e-07	6.29006e-07	6.83665e-07	-0.802932
   270.88	6.95133e-07	6.28823e-07	6.8531e-07	-0.804021
   271.63	6.96641e-07	6.28635e-07	6.86942e-07	-0.805102
   272.38	6.98139e-07	6.28442e-07	6.88553e-07	-0.806174
   273.13	6.9963e-07	6.28244e-07	6.90144e-07	-0.807237
   273.88	7.01111e-07	6.28042e-07	6.91713e-07	-0.808291
   274.63	7.02583e-07	6.27834e-07	6.93262e-07	-0.809337
   275.38	7.04046e-07	6.27622e-07	6.94791e-07	-0.810374
   276.13	7.05501e-07	6.27406e-07	6.963e-07	-0.811403
   276.88	7.06947e-07	6.27184e-07	6.9779e-07	-0.812423
   277.63	7.08383e-07	6.26959e-07	6.99264e-07	-0.813435
   278.38	7.09811e-07	6.26729e-07	7.00719e-07	-0.814439
   279.13	7.1123e-07	6.26495e-07	7.02157e-07	-0.815435
   279.88	7.1264e-07	6.26257e-07	7.03584e-07	-0.816423
   280.63	7.14042e-07	6.26015e-07	7.04999e-07	-0.817403
   281.38	7.15434e-07	6.2577e-07	7.06409e-07	-0.818375
   282.13	7.16818e-07	6.25522e-07	7.07813e-07	-0.819339
   282.88	7.18194e-07	6.25271e-07	7.09214e-07	-0.820296
   283.63	7.19561e-07	6.25018e-07	7.10618e-07	-0.821245
   284.38	7.20919e-07	6.24763e-07	7.1203e-07	-0.822187
   285.13	7.2227e-07	6.24506e-07	7.13458e-07	-0.823121
   285.88	7.23613e-07	6.24249e-07	7.14909e-07	-0.824048
